Naam,CPU Percentage,timediff
compair,100.0,0.022472143173217773
compair,100.0,0.024286985397338867
compair,100.0,0.026436567306518555
compair,100.0,0.025771379470825195
compair,91.675,0.027931690216064453
compair,100.0,0.02741217613220215
compair,100.0,0.03507041931152344
compair,100.0,0.02886509895324707
compair,100.0,0.027119159698486328
compair,100.0,0.08582472801208496
compair,100.0,0.022254467010498047
compair,100.0,0.023633241653442383
compair,100.0,0.021311044692993164
compair,100.0,0.02724933624267578
compair,100.0,0.021396636962890625
compair,100.0,0.022760629653930664
compair,100.0,0.020923137664794922
compair,100.0,0.029188871383666992
compair,100.0,0.021502256393432617
compair,87.5,0.021465778350830078
friction,50.0,0.007565021514892578
friction,25.0,0.0075495243072509766
friction,37.5,0.008062601089477539
friction,37.5,0.008129119873046875
friction,25.0,0.007437944412231445
friction,50.0,0.007609128952026367
friction,25.0,0.007094621658325195
friction,25.0,0.0072078704833984375
friction,25.0,0.007025480270385742
friction,25.0,0.006555795669555664
friction,25.0,0.006453752517700195
friction,25.0,0.0071527957916259766
friction,50.0,0.007397174835205078
friction,25.0,0.007364988327026367
friction,25.0,0.007406473159790039
friction,25.0,0.007059574127197266
friction,25.0,0.007053375244140625
friction,62.5,0.0072977542877197266
friction,50.0,0.008022308349609375
friction,50.0,0.007031679153442383
narendra4,35.0,0.02738499641418457
narendra4,35.0,0.027740955352783203
narendra4,47.5,0.029719829559326172
narendra4,31.25,0.028979778289794922
narendra4,39.575,0.029329776763916016
narendra4,35.0,0.02862834930419922
narendra4,37.5,0.028089046478271484
narendra4,25.0,0.028432607650756836
narendra4,25.0,0.028629302978515625
narendra4,41.65,0.029376983642578125
narendra4,25.0,0.028274059295654297
narendra4,25.0,0.028776884078979492
narendra4,40.0,0.027384281158447266
narendra4,33.325,0.030151844024658203
narendra4,33.325,0.027300357818603516
narendra4,35.0,0.026961803436279297
narendra4,40.0,0.02835536003112793
narendra4,37.5,0.029871463775634766
narendra4,39.575,0.027785062789916992
narendra4,31.25,0.02782416343688965
pt2,45.825,0.014189481735229492
pt2,37.5,0.015143394470214844
pt2,25.0,0.015474796295166016
pt2,37.5,0.014369487762451172
pt2,25.0,0.016811132431030273
pt2,25.0,0.01720404624938965
pt2,37.5,0.01727128028869629
pt2,62.5,0.017215251922607422
pt2,25.0,0.016687631607055664
pt2,25.0,0.01733708381652832
pt2,37.5,0.016171932220458984
pt2,25.0,0.016101360321044922
pt2,25.0,0.016493558883666992
pt2,25.0,0.015841960906982422
pt2,33.325,0.014688253402709961
pt2,37.5,0.014002084732055664
pt2,45.825,0.015445470809936523
pt2,33.325,0.014495134353637695
pt2,25.0,0.016083717346191406
pt2,25.0,0.015664100646972656
P0Y0_narendra4,25.0,0.005940914154052734
P0Y0_narendra4,25.0,0.0057315826416015625
P0Y0_narendra4,37.5,0.00552821159362793
P0Y0_narendra4,25.0,0.006193876266479492
P0Y0_narendra4,50.0,0.006131172180175781
P0Y0_narendra4,25.0,0.005975484848022461
P0Y0_narendra4,25.0,0.006060123443603516
P0Y0_narendra4,50.0,0.00640106201171875
P0Y0_narendra4,37.5,0.007077932357788086
P0Y0_narendra4,25.0,0.006762266159057617
P0Y0_narendra4,25.0,0.006384134292602539
P0Y0_narendra4,75.0,0.006093025207519531
P0Y0_narendra4,50.0,0.006142854690551758
P0Y0_narendra4,25.0,0.006420135498046875
P0Y0_narendra4,75.0,0.006268739700317383
P0Y0_narendra4,62.5,0.0061686038970947266
P0Y0_narendra4,50.0,0.006353616714477539
P0Y0_narendra4,62.5,0.006929874420166016
P0Y0_narendra4,12.5,0.0066416263580322266
P0Y0_narendra4,62.5,0.0062978267669677734
P0Y0_compair,75.0,0.004984140396118164
P0Y0_compair,25.0,0.005062580108642578
P0Y0_compair,50.0,0.004914283752441406
P0Y0_compair,100.0,0.004786014556884766
P0Y0_compair,50.0,0.005083322525024414
P0Y0_compair,50.0,0.004739522933959961
P0Y0_compair,25.0,0.004785060882568359
P0Y0_compair,50.0,0.004878997802734375
P0Y0_compair,50.0,0.0048944950103759766
P0Y0_compair,62.5,0.005124568939208984
P0Y0_compair,50.0,0.005064487457275391
P0Y0_compair,25.0,0.004931211471557617
P0Y0_compair,12.5,0.0048367977142333984
P0Y0_compair,50.0,0.005140542984008789
P0Y0_compair,62.5,0.004981040954589844
P0Y0_compair,25.0,0.004645824432373047
P0Y0_compair,50.0,0.005066871643066406
P0Y0_compair,50.0,0.0050487518310546875
P0Y0_compair,50.0,0.0049669742584228516
P0Y0_compair,25.0,0.005028724670410156
gradient,58.2,0.5675523281097412
gradient,65.675,0.5539698600769043
gradient,69.025,0.545414924621582
gradient,67.375,0.5419509410858154
gradient,64.85,0.5417873859405518
gradient,45.9,0.5188233852386475
gradient,47.375,0.5215411186218262
gradient,44.525,0.5268087387084961
gradient,49.725,0.5532891750335693
