Naam,CPU Percentage,timediff
compair,33.325,0.021267414093017578
compair,25.0,0.020845413208007812
compair,25.0,0.021412134170532227
compair,25.0,0.020682811737060547
compair,33.325,0.0211331844329834
compair,25.0,0.022099971771240234
compair,25.0,0.019594430923461914
compair,25.0,0.019852399826049805
compair,25.0,0.01980447769165039
compair,37.525,0.058785200119018555
compair,25.0,0.020264863967895508
compair,37.5,0.020678997039794922
compair,25.0,0.01981949806213379
compair,25.0,0.019246339797973633
compair,33.325,0.01845264434814453
compair,45.825,0.01899099349975586
compair,37.5,0.019209623336791992
compair,33.325,0.018451929092407227
compair,25.0,0.019793272018432617
compair,33.325,0.019741296768188477
friction,25.0,0.006817340850830078
friction,25.0,0.0068340301513671875
friction,25.0,0.006654977798461914
friction,25.0,0.006518840789794922
friction,25.0,0.006412029266357422
friction,25.0,0.0064313411712646484
friction,37.5,0.006394863128662109
friction,12.5,0.006296873092651367
friction,25.0,0.006824970245361328
friction,37.5,0.006891727447509766
friction,25.0,0.006577014923095703
friction,25.0,0.006423473358154297
friction,25.0,0.006669521331787109
friction,25.0,0.0064089298248291016
friction,50.0,0.0067517757415771484
friction,25.0,0.006819486618041992
friction,25.0,0.006941080093383789
friction,25.0,0.006949901580810547
friction,25.0,0.007062673568725586
friction,25.0,0.007189273834228516
narendra4,31.25,0.030428647994995117
narendra4,31.25,0.028636932373046875
narendra4,25.0,0.028690814971923828
narendra4,25.0,0.027366161346435547
narendra4,41.65,0.028012514114379883
narendra4,37.5,0.029059410095214844
narendra4,31.25,0.029757022857666016
narendra4,35.0,0.03017568588256836
narendra4,25.0,0.02872014045715332
narendra4,33.325,0.027123451232910156
narendra4,37.5,0.027174711227416992
narendra4,45.825,0.02778172492980957
narendra4,25.0,0.028781414031982422
narendra4,41.65,0.028740406036376953
narendra4,33.325,0.02710700035095215
narendra4,37.5,0.028066158294677734
narendra4,33.325,0.027118921279907227
narendra4,25.0,0.0277554988861084
narendra4,33.325,0.027736425399780273
narendra4,35.0,0.028913497924804688
pt2,25.0,0.015359878540039062
pt2,37.5,0.014314889907836914
pt2,33.325,0.015774011611938477
pt2,33.325,0.01582503318786621
pt2,25.0,0.015994787216186523
pt2,25.0,0.016557693481445312
pt2,25.0,0.01579570770263672
pt2,25.0,0.015488386154174805
pt2,25.0,0.015633821487426758
pt2,37.5,0.015541553497314453
pt2,37.5,0.015659570693969727
pt2,25.0,0.016268491744995117
pt2,25.0,0.015645980834960938
pt2,37.5,0.015365362167358398
pt2,41.675,0.015257596969604492
pt2,37.5,0.015747547149658203
pt2,25.0,0.015671253204345703
pt2,25.0,0.015415668487548828
pt2,37.5,0.015521764755249023
pt2,25.0,0.01637887954711914
P0Y0_narendra4,25.0,0.006040334701538086
P0Y0_narendra4,25.0,0.005900382995605469
P0Y0_narendra4,25.0,0.005827903747558594
P0Y0_narendra4,25.0,0.006006956100463867
P0Y0_narendra4,25.0,0.005685091018676758
P0Y0_narendra4,25.0,0.00577855110168457
P0Y0_narendra4,25.0,0.0057375431060791016
P0Y0_narendra4,25.0,0.005999565124511719
P0Y0_narendra4,25.0,0.0056917667388916016
P0Y0_narendra4,25.0,0.005466938018798828
P0Y0_narendra4,25.0,0.005719900131225586
P0Y0_narendra4,25.0,0.005538463592529297
P0Y0_narendra4,75.0,0.006371498107910156
P0Y0_narendra4,25.0,0.005867719650268555
P0Y0_narendra4,25.0,0.0058062076568603516
P0Y0_narendra4,25.0,0.005674123764038086
P0Y0_narendra4,25.0,0.0053789615631103516
P0Y0_narendra4,25.0,0.0053522586822509766
P0Y0_narendra4,25.0,0.005785942077636719
P0Y0_narendra4,25.0,0.005932331085205078
P0Y0_compair,25.0,0.004974365234375
P0Y0_compair,25.0,0.004013538360595703
P0Y0_compair,25.0,0.004124879837036133
P0Y0_compair,25.0,0.003951549530029297
P0Y0_compair,25.0,0.004245281219482422
P0Y0_compair,25.0,0.004345417022705078
P0Y0_compair,25.0,0.00432133674621582
P0Y0_compair,25.0,0.004097938537597656
P0Y0_compair,12.5,0.004226207733154297
P0Y0_compair,50.0,0.004393339157104492
P0Y0_compair,25.0,0.004160165786743164
P0Y0_compair,50.0,0.004189729690551758
P0Y0_compair,25.0,0.004231929779052734
P0Y0_compair,25.0,0.004177093505859375
P0Y0_compair,25.0,0.004065990447998047
P0Y0_compair,25.0,0.004391908645629883
P0Y0_compair,25.0,0.004268646240234375
P0Y0_compair,75.0,0.005017757415771484
P0Y0_compair,50.0,0.004873037338256836
P0Y0_compair,25.0,0.004758596420288086
gradient,36.35,0.5343139171600342
gradient,48.175,0.5287754535675049
gradient,69.45,0.5329289436340332
gradient,55.325,0.5393235683441162
