compair,37.5,0.019438743591308594
compair,33.325,0.018352508544921875
compair,33.325,0.019171714782714844
compair,37.5,0.020817041397094727
compair,33.325,0.020130634307861328
compair,33.325,0.02051997184753418
compair,25.0,0.019385099411010742
compair,25.0,0.01881551742553711
compair,33.325,0.01941394805908203
compair,32.15,0.05268430709838867
compair,41.65,0.018938779830932617
compair,33.325,0.018369674682617188
compair,33.325,0.018525362014770508
compair,33.325,0.018234968185424805
compair,25.0,0.018347740173339844
compair,45.825,0.01845574378967285
compair,25.0,0.018682241439819336
compair,25.0,0.018240928649902344
compair,25.0,0.018894433975219727
compair,33.325,0.0183107852935791
