Naam,CPU Percentage,timediff
compair,41.65,0.02469015121459961
compair,25.0,0.02190852165222168
compair,41.65,0.021502256393432617
compair,49.974999999999994,0.02167820930480957
compair,33.325,0.02144312858581543
compair,25.0,0.0213315486907959
compair,25.0,0.021259307861328125
compair,25.0,0.022011518478393555
compair,33.325,0.020839214324951172
compair,44.65,0.06256318092346191
compair,37.5,0.021075010299682617
compair,33.325,0.021404743194580078
compair,25.0,0.021130800247192383
compair,25.0,0.021747589111328125
compair,37.5,0.02194523811340332
compair,33.325,0.021633386611938477
compair,25.0,0.021456241607666016
compair,41.675,0.02259993553161621
compair,58.325,0.02298879623413086
compair,66.675,0.023250341415405273
friction,25.0,0.007903337478637695
friction,50.0,0.00844883918762207
friction,75.0,0.0077817440032958984
friction,75.0,0.008495092391967773
friction,37.5,0.007883787155151367
friction,75.0,0.007978677749633789
friction,50.0,0.00787043571472168
friction,87.5,0.007727146148681641
friction,50.0,0.007960319519042969
friction,25.0,0.007997512817382812
friction,100.0,0.008028507232666016
friction,25.0,0.008138418197631836
friction,62.5,0.007987499237060547
friction,50.0,0.007782459259033203
friction,25.0,0.007719993591308594
friction,50.0,0.007991313934326172
friction,37.5,0.007570743560791016
friction,75.0,0.00844120979309082
friction,25.0,0.007736682891845703
friction,25.0,0.00800013542175293
narendra4,70.825,0.03370165824890137
narendra4,58.325,0.03285360336303711
narendra4,58.325,0.03316354751586914
narendra4,58.325,0.03281378746032715
narendra4,64.575,0.03288459777832031
narendra4,31.25,0.03043532371520996
narendra4,25.0,0.02827620506286621
narendra4,31.25,0.0280458927154541
narendra4,31.25,0.03187131881713867
narendra4,39.575,0.030445098876953125
narendra4,50.0,0.030965089797973633
narendra4,37.5,0.029742717742919922
narendra4,37.5,0.027315616607666016
narendra4,25.0,0.02871537208557129
narendra4,25.0,0.03313159942626953
narendra4,75.425,0.034204959869384766
narendra4,66.675,0.03228592872619629
narendra4,70.825,0.03190183639526367
narendra4,64.575,0.031797170639038086
narendra4,50.0,0.0324704647064209
pt2,79.175,0.017238616943359375
pt2,66.675,0.0173337459564209
pt2,58.325,0.016614913940429688
pt2,75.0,0.01684284210205078
pt2,62.5,0.015954971313476562
pt2,50.0,0.016117095947265625
pt2,83.325,0.017586469650268555
pt2,62.5,0.016560077667236328
pt2,75.0,0.01747274398803711
pt2,75.0,0.01761627197265625
pt2,75.0,0.018280744552612305
pt2,62.5,0.016911029815673828
pt2,50.0,0.01598954200744629
pt2,62.5,0.0172727108001709
pt2,58.325,0.01701045036315918
pt2,62.5,0.016542434692382812
pt2,58.325,0.016577959060668945
pt2,75.0,0.017299175262451172
pt2,70.825,0.017394542694091797
pt2,62.5,0.015851974487304688
P0Y0_narendra4,62.5,0.005772113800048828
P0Y0_narendra4,37.5,0.006103992462158203
P0Y0_narendra4,25.0,0.006104946136474609
P0Y0_narendra4,25.0,0.0064029693603515625
P0Y0_narendra4,25.0,0.006137371063232422
P0Y0_narendra4,25.0,0.006148099899291992
P0Y0_narendra4,25.0,0.0058596134185791016
P0Y0_narendra4,50.0,0.0065305233001708984
P0Y0_narendra4,25.0,0.006415605545043945
P0Y0_narendra4,50.0,0.006102323532104492
P0Y0_narendra4,25.0,0.005722761154174805
P0Y0_narendra4,25.0,0.005942583084106445
P0Y0_narendra4,50.0,0.006173849105834961
P0Y0_narendra4,25.0,0.00607752799987793
P0Y0_narendra4,25.0,0.0063402652740478516
P0Y0_narendra4,25.0,0.005681276321411133
P0Y0_narendra4,25.0,0.00545048713684082
P0Y0_narendra4,75.0,0.005791187286376953
P0Y0_narendra4,25.0,0.005488157272338867
P0Y0_narendra4,25.0,0.005978822708129883
P0Y0_compair,100.0,0.005166053771972656
P0Y0_compair,12.5,0.005215644836425781
P0Y0_compair,25.0,0.005181074142456055
P0Y0_compair,25.0,0.004662513732910156
P0Y0_compair,37.5,0.0047931671142578125
P0Y0_compair,50.0,0.0051500797271728516
P0Y0_compair,100.0,0.0049479007720947266
P0Y0_compair,50.0,0.005260944366455078
P0Y0_compair,62.5,0.005222797393798828
P0Y0_compair,25.0,0.0049779415130615234
P0Y0_compair,12.5,0.004817962646484375
P0Y0_compair,25.0,0.005092144012451172
P0Y0_compair,25.0,0.004342794418334961
P0Y0_compair,25.0,0.004592180252075195
P0Y0_compair,50.0,0.004755735397338867
P0Y0_compair,50.0,0.005243539810180664
P0Y0_compair,25.0,0.0046536922454833984
P0Y0_compair,50.0,0.0046253204345703125
P0Y0_compair,25.0,0.004643678665161133
P0Y0_compair,50.0,0.00479435920715332
gradient,44.95,0.5720031261444092
