Naam,CPU Percentage,timediff
compair,25.0,0.021098613739013672
compair,33.325,0.018360376358032227
friction,37.5,0.0064029693603515625
friction,25.0,0.0067751407623291016
narendra4,37.5,0.03013157844543457
narendra4,49.575,0.02854442596435547
pt2,25.0,0.014451026916503906
pt2,37.5,0.014818668365478516
P0Y0_narendra4,12.5,0.005822181701660156
P0Y0_narendra4,12.5,0.00545501708984375
P0Y0_compair,12.5,0.003931760787963867
P0Y0_compair,50.0,0.004114389419555664
gradient,33.475,0.5049314498901367
gradient,45.525,0.5065908432006836
Im Rec,55.2,3.0095770359039307
Im Rec,56.075,3.053093433380127
FashionMNIST,33.475,0.4782993793487549
FashionMNIST,31.35,0.4681847095489502
