Naam,CPU Percentage,timediff,virtual mem
compair,37.5,0.019581317901611328,
compair,45.825,0.020322322845458984,
compair,50.0,0.021407127380371094,
compair,66.675,0.022368431091308594,
compair,41.65,0.021086454391479492,
compair,45.825,0.02194809913635254,
compair,49.974999999999994,0.021235942840576172,
compair,60.4,0.02246689796447754,
compair,79.175,0.023644685745239258,
compair,83.35,0.02332782745361328,
compair,72.6,0.07093024253845215,
compair,50.0,0.021583080291748047,
compair,50.0,0.020286083221435547,
compair,25.0,0.01981067657470703,
compair,33.325,0.019413232803344727,
compair,25.0,0.01837325096130371,
compair,25.0,0.018060684204101562,
compair,33.325,0.019112348556518555,
compair,37.5,0.018401622772216797,
compair,33.325,0.018054723739624023,
friction,50.0,0.00624847412109375,
friction,0.0,0.006211280822753906,
friction,12.5,0.006098747253417969,
friction,0.0,0.006150722503662109,
friction,37.5,0.006074428558349609,
friction,25.0,0.007001161575317383,
friction,25.0,0.0063555240631103516,
friction,62.5,0.007260322570800781,
friction,25.0,0.007128715515136719,
friction,37.5,0.006519317626953125,
friction,37.5,0.006203889846801758,
friction,50.0,0.006525754928588867,
friction,25.0,0.006251096725463867,
friction,37.5,0.006155967712402344,
friction,0.0,0.006285667419433594,
friction,0.0,0.006113290786743164,
friction,0.0,0.006127119064331055,
friction,25.0,0.0062940120697021484,
friction,25.0,0.00611424446105957,
friction,25.0,0.006239414215087891,
narendra4,31.25,0.026959896087646484,
narendra4,25.0,0.02611374855041504,
narendra4,37.5,0.026400089263916016,
narendra4,25.0,0.026205778121948242,
narendra4,31.25,0.02626180648803711,
narendra4,35.0,0.028832197189331055,
narendra4,37.5,0.029369115829467773,
narendra4,37.5,0.030831575393676758,
narendra4,35.0,0.03048086166381836,
narendra4,41.25,0.03045058250427246,
narendra4,33.325,0.0300447940826416,
narendra4,31.25,0.029808998107910156,
narendra4,43.325,0.030451536178588867,
narendra4,35.0,0.028374433517456055,
narendra4,31.25,0.026947975158691406,
narendra4,31.25,0.026122570037841797,
narendra4,35.0,0.0261843204498291,
narendra4,41.25,0.02694392204284668,
narendra4,31.25,0.028130531311035156,
narendra4,35.0,0.02880263328552246,
pt2,33.325,0.014561653137207031,
pt2,37.5,0.015532493591308594,
pt2,25.0,0.015349388122558594,
pt2,25.0,0.014291048049926758,
pt2,37.5,0.014159202575683594,
pt2,37.5,0.014822006225585938,
pt2,37.5,0.014686346054077148,
pt2,37.5,0.014549732208251953,
pt2,33.325,0.014522790908813477,
pt2,25.0,0.014654397964477539,
pt2,37.5,0.014542818069458008,
pt2,33.325,0.015469074249267578,
pt2,37.5,0.015117883682250977,
pt2,50.0,0.016045808792114258,
pt2,25.0,0.01530766487121582,
pt2,37.5,0.01450490951538086,
pt2,25.0,0.015191316604614258,
pt2,62.5,0.01450800895690918,
pt2,37.5,0.015159845352172852,
pt2,25.0,0.013674736022949219,
P0Y0_narendra4,0.0,0.0051727294921875,
P0Y0_narendra4,0.0,0.005181074142456055,
P0Y0_narendra4,0.0,0.005148410797119141,
P0Y0_narendra4,25.0,0.0051500797271728516,
P0Y0_narendra4,50.0,0.0054931640625,
