Naam,CPU Percentage,timediff
compair,64.575,0.0442354679107666
compair,45.825,0.021417617797851562
friction,37.5,0.010233163833618164
friction,25.0,0.007410287857055664
narendra4,50.0,0.033570051193237305
narendra4,54.15,0.030739784240722656
pt2,37.5,0.01688528060913086
pt2,50.0,0.015506267547607422
P0Y0_narendra4,25.0,0.005457162857055664
P0Y0_narendra4,25.0,0.006058454513549805
P0Y0_compair,25.0,0.004141092300415039
P0Y0_compair,25.0,0.0046198368072509766
gradient,36.324999999999996,0.5288782119750977
gradient,46.3,0.5042500495910645
Im Rec,52.625,3.3903963565826416
Im Rec,56.2,3.019972562789917
FashionMNIST,33.4,0.47473835945129395
FashionMNIST,34.3,0.4758603572845459
Totaal,12.675,4.297185182571411
