Naam,CPU Percentage,timediff
compair,33.325,0.01915717124938965
compair,33.325,0.019395112991333008
friction,12.5,0.006685495376586914
friction,37.5,0.006751060485839844
narendra4,43.75,0.029332637786865234
narendra4,37.5,0.031017541885375977
pt2,54.175,0.01596355438232422
pt2,25.0,0.015536785125732422
P0Y0_narendra4,25.0,0.006007194519042969
P0Y0_narendra4,50.0,0.005678653717041016
P0Y0_compair,37.5,0.00508570671081543
P0Y0_compair,25.0,0.004095315933227539
gradient,32.825,0.5027875900268555
gradient,44.075,0.5001134872436523
Im Rec,54.525,3.0091617107391357
Im Rec,55.85,2.9932565689086914
FashionMNIST,31.875,0.47215700149536133
FashionMNIST,32.475,0.4748528003692627
