Naam,CPU Percentage,timediff,virtual mem
compair,0.0,0.00439763069152832,
compair,25.0,0.004445314407348633,
compair,25.0,0.004372358322143555,
compair,25.0,0.00438690185546875,
compair,25.0,0.0043582916259765625,
compair,25.0,0.004368782043457031,
compair,25.0,0.0045032501220703125,
compair,25.0,0.004381418228149414,
compair,25.0,0.004521846771240234,
compair,25.0,0.0043599605560302734,
compair,0.0,0.0044422149658203125,
compair,0.0,0.004389286041259766,
compair,25.0,0.004448652267456055,
compair,25.0,0.004374027252197266,
compair,25.0,0.004479169845581055,
compair,0.0,0.0043621063232421875,
compair,25.0,0.0043811798095703125,
compair,25.0,0.004485368728637695,
compair,0.0,0.004344940185546875,
compair,0.0,0.004469394683837891,
friction,0.0,0.00218963623046875,
friction,0.0,0.0020368099212646484,
friction,0.0,0.002061128616333008,
friction,0.0,0.0020928382873535156,
friction,0.0,0.0020329952239990234,
friction,25.0,0.0021638870239257812,
friction,25.0,0.0020291805267333984,
friction,25.0,0.0020666122436523438,
friction,25.0,0.0020720958709716797,
friction,0.0,0.002034902572631836,
friction,0.0,0.002167940139770508,
friction,0.0,0.002034425735473633,
friction,0.0,0.0020246505737304688,
friction,0.0,0.002078533172607422,
friction,25.0,0.0020265579223632812,
friction,0.0,0.0021347999572753906,
friction,0.0,0.0020782947540283203,
friction,0.0,0.0020263195037841797,
friction,0.0,0.002061605453491211,
friction,0.0,0.0020346641540527344,
narendra4,0.0,0.0027849674224853516,
narendra4,0.0,0.0028111934661865234,
narendra4,0.0,0.0029022693634033203,
narendra4,0.0,0.0027670860290527344,
narendra4,0.0,0.002791166305541992,
narendra4,0.0,0.0027625560760498047,
narendra4,25.0,0.0027565956115722656,
narendra4,0.0,0.0027666091918945312,
narendra4,0.0,0.002796649932861328,
narendra4,25.0,0.002811431884765625,
narendra4,25.0,0.002905607223510742,
narendra4,25.0,0.0028085708618164062,
narendra4,0.0,0.0027899742126464844,
narendra4,0.0,0.002891063690185547,
narendra4,0.0,0.0027840137481689453,
narendra4,0.0,0.0027539730072021484,
