Naam,CPU Percentage,timediff,virtual mem
compair,25.0,0.0010287761688232422,
compair,0.0,0.0008118152618408203,
compair,0.0,0.0006220340728759766,
compair,0.0,0.0006527900695800781,
compair,0.0,0.0006303787231445312,
compair,0.0,0.000652313232421875,
compair,0.0,0.0006003379821777344,
compair,0.0,0.0006990432739257812,
compair,0.0,0.0006039142608642578,
compair,25.0,0.0007033348083496094,
compair,0.0,0.0006318092346191406,
compair,0.0,0.0006253719329833984,
compair,0.0,0.0007715225219726562,
compair,0.0,0.0006182193756103516,
compair,0.0,0.0006031990051269531,
compair,0.0,0.0005640983581542969,
compair,0.0,0.0005626678466796875,
compair,0.0,0.0005664825439453125,
compair,0.0,0.0006666183471679688,
compair,0.0,0.0005674362182617188,
friction,0.0,0.0003807544708251953,
friction,0.0,0.0003037452697753906,
friction,0.0,0.00029587745666503906,
friction,0.0,0.00030303001403808594,
friction,0.0,0.0003261566162109375,
friction,0.0,0.0002980232238769531,
friction,0.0,0.0002968311309814453,
friction,0.0,0.0003933906555175781,
friction,0.0,0.0003027915954589844,
friction,0.0,0.0003032684326171875,
friction,0.0,0.00030040740966796875,
friction,0.0,0.0002970695495605469,
friction,0.0,0.00030231475830078125,
friction,0.0,0.00036787986755371094,
friction,25.0,0.0003616809844970703,
friction,0.0,0.0003025531768798828,
friction,0.0,0.00029778480529785156,
friction,0.0,0.0002999305725097656,
friction,0.0,0.0003008842468261719,
friction,0.0,0.00029850006103515625,
narendra4,0.0,0.0003917217254638672,
narendra4,0.0,0.0004277229309082031,
narendra4,0.0,0.0003845691680908203,
narendra4,0.0,0.0003848075866699219,
narendra4,0.0,0.00038504600524902344,
narendra4,0.0,0.00043654441833496094,
narendra4,0.0,0.0003905296325683594,
narendra4,0.0,0.0003876686096191406,
narendra4,0.0,0.0003895759582519531,
narendra4,0.0,0.00038361549377441406,
narendra4,0.0,0.00041985511779785156,
narendra4,0.0,0.00038313865661621094,
narendra4,0.0,0.0003864765167236328,
narendra4,0.0,0.0003864765167236328,
narendra4,0.0,0.0003883838653564453,
