Naam,CPU Percentage,timediff
compair,33.325,0.0198211669921875
compair,25.0,0.01710343360900879
compair,33.325,0.018009424209594727
friction,12.5,0.00672602653503418
friction,25.0,0.006953001022338867
friction,12.5,0.006455898284912109
narendra4,31.25,0.028133869171142578
narendra4,52.075,0.028377056121826172
narendra4,37.5,0.0251007080078125
pt2,25.0,0.013341426849365234
pt2,37.5,0.013345718383789062
pt2,25.0,0.013328790664672852
P0Y0_narendra4,25.0,0.006170511245727539
P0Y0_narendra4,12.5,0.005690097808837891
P0Y0_narendra4,25.0,0.005944728851318359
P0Y0_compair,25.0,0.004942893981933594
P0Y0_compair,25.0,0.00394129753112793
P0Y0_compair,25.0,0.0038421154022216797
gradient,34.2,0.5039117336273193
gradient,46.0,0.4992072582244873
gradient,44.275,0.49274563789367676
Im Rec,55.4,3.0159082412719727
Im Rec,54.625,3.0072245597839355
Im Rec,56.675,3.1080870628356934
FashionMNIST,38.95,0.48966383934020996
FashionMNIST,32.35,0.47817015647888184
FashionMNIST,32.225,0.47400784492492676
