Naam,CPU Percentage,timediff
compair,33.325,0.02415180206298828
compair,25.0,0.018999099731445312
friction,25.0,0.006766080856323242
friction,25.0,0.0071620941162109375
narendra4,31.25,0.029347896575927734
narendra4,47.925,0.03037118911743164
pt2,33.325,0.015538454055786133
pt2,37.5,0.015904903411865234
P0Y0_narendra4,25.0,0.006247043609619141
P0Y0_narendra4,12.5,0.005742549896240234
P0Y0_compair,25.0,0.00416874885559082
P0Y0_compair,25.0,0.004271268844604492
gradient,34.55,0.4989936351776123
gradient,47.825,0.4968836307525635
Im Rec,55.3,3.0161523818969727
Im Rec,55.3,3.0181870460510254
FashionMNIST,33.9,0.4729576110839844
FashionMNIST,34.65,0.4726243019104004
NumberMNIST,31.875,0.6093993186950684
NumberMNIST,31.625,0.6108832359313965
Totaal,6.425,4.682376146316528
