Naam,CPU Percentage,timediff,virtual mem
compair,28.1,2.4758388996124268,"svmem(total=8476856320, available=2929393664, percent=65.4, used=5547462656, free=2929393664)"
friction,25.0,0.015619039535522461,"svmem(total=8476856320, available=2929377280, percent=65.4, used=5547479040, free=2929377280)"
narendra4,25.0,0.03124237060546875,"svmem(total=8476856320, available=2929348608, percent=65.4, used=5547507712, free=2929348608)"
pt2,25.0,0.03777265548706055,"svmem(total=8476856320, available=2929278976, percent=65.4, used=5547577344, free=2929278976)"
P0Y0_narendra4,25.0,0.015650510787963867,"svmem(total=8476856320, available=2929278976, percent=65.4, used=5547577344, free=2929278976)"
P0Y0_compair,28.3,1.952021837234497,"svmem(total=8476856320, available=2942959616, percent=65.3, used=5533896704, free=2942959616)"
gradient,25.0,0.015640974044799805,"svmem(total=8476856320, available=2942922752, percent=65.3, used=5533933568, free=2942922752)"
Totaal,0.0,4.543786287307739,"svmem(total=8476856320, available=2956353536, percent=65.1, used=5520502784, free=2956353536)"
