Naam,CPU Percentage,timediff,virtual mem
compair,0.0,0.0,"svmem(total=8476856320, available=2702585856, percent=68.1, used=5774270464, free=2702585856)"
compair,0.0,0.0,"svmem(total=8476856320, available=2702585856, percent=68.1, used=5774270464, free=2702585856)"
friction,0.0,0.0,"svmem(total=8476856320, available=2702565376, percent=68.1, used=5774290944, free=2702565376)"
friction,0.0,0.0,"svmem(total=8476856320, available=2702565376, percent=68.1, used=5774290944, free=2702565376)"
narendra4,0.0,0.0,"svmem(total=8476856320, available=2702249984, percent=68.1, used=5774606336, free=2702249984)"
narendra4,0.0,0.0,"svmem(total=8476856320, available=2701504512, percent=68.1, used=5775351808, free=2701504512)"
pt2,0.0,0.0,"svmem(total=8476856320, available=2707218432, percent=68.1, used=5769637888, free=2707218432)"
pt2,0.0,0.0,"svmem(total=8476856320, available=2702213120, percent=68.1, used=5774643200, free=2702213120)"
P0Y0_narendra4,0.0,0.0,"svmem(total=8476856320, available=2702209024, percent=68.1, used=5774647296, free=2702209024)"
P0Y0_narendra4,0.0,0.0,"svmem(total=8476856320, available=2702209024, percent=68.1, used=5774647296, free=2702209024)"
P0Y0_compair,0.0,0.0,"svmem(total=8476856320, available=2702200832, percent=68.1, used=5774655488, free=2702200832)"
P0Y0_compair,0.0,0.0,"svmem(total=8476856320, available=2701721600, percent=68.1, used=5775134720, free=2701721600)"
gradient,0.0,0.01531672477722168,"svmem(total=8476856320, available=2701430784, percent=68.1, used=5775425536, free=2701430784)"
gradient,25.0,0.02008676528930664,"svmem(total=8476856320, available=2711814144, percent=68.0, used=5765042176, free=2711814144)"
titanicTotaal,58.35,0.01770174503326416,"svmem(total=8476856320, available=2672414720, percent=68.5, used=5804441600, free=2672414720)"
