Naam,CPU Percentage,timediff,virtual mem
compair,50.0,0.4705202579498291,"svmem(total=8476856320, available=1772015616, percent=79.1, used=6704840704, free=1772015616)"
friction,100.0,0.007979869842529297,"svmem(total=8476856320, available=1776214016, percent=79.0, used=6700642304, free=1776214016)"
narendra4,0.0,0.005982875823974609,"svmem(total=8476856320, available=1778335744, percent=79.0, used=6698520576, free=1778335744)"
pt2,0.0,0.003989458084106445,"svmem(total=8476856320, available=1781481472, percent=79.0, used=6695374848, free=1781481472)"
P0Y0_narendra4,100.0,0.022941112518310547,"svmem(total=8476856320, available=1783107584, percent=79.0, used=6693748736, free=1783107584)"
P0Y0_compair,0.0,0.0069789886474609375,"svmem(total=8476856320, available=1782034432, percent=79.0, used=6694821888, free=1782034432)"
gradient,100.0,0.005983829498291016,"svmem(total=8476856320, available=1783988224, percent=79.0, used=6692868096, free=1783988224)"
Totaal,0.0,0.004987001419067383,"svmem(total=8476856320, available=1785057280, percent=78.9, used=6691799040, free=1785057280)"
